hpo_id,hpo_name,ncbi_gene_id,gene_symbol
HP:0000218,High palate,25782,RAB3GAP2
HP:0000218,High palate,25782,RAB3GAP2
HP:0000218,High palate,25782,RAB3GAP2
HP:0000218,High palate,22931,RAB18
HP:0000218,High palate,128637,TBC1D20
HP:0000218,High palate,10210,TOPORS
HP:0000218,High palate,9851,KIAA0753
HP:0000218,High palate,5147,PDE6D
HP:0000218,High palate,317662,FAM149B1
HP:0000218,High palate,374654,KIF7
HP:0000218,High palate,374654,KIF7
HP:0000218,High palate,55553,SOX6
HP:0000218,High palate,4204,MECP2
HP:0000218,High palate,4204,MECP2
HP:0000218,High palate,4204,MECP2
HP:0000218,High palate,79875,THSD4
HP:0000218,High palate,4281,MID1
HP:0000218,High palate,4281,MID1
HP:0000218,High palate,529,ATP6V1E1
HP:0000218,High palate,529,ATP6V1E1
HP:0000218,High palate,4654,MYOD1
HP:0000218,High palate,246329,STAC3
HP:0000218,High palate,246329,STAC3
HP:0000218,High palate,3762,KCNJ5
HP:0000218,High palate,7528,YY1
HP:0000218,High palate,7528,YY1
HP:0000218,High palate,8036,SHOC2
HP:0000218,High palate,104,ADARB1
HP:0000218,High palate,5728,PTEN
HP:0000218,High palate,5728,PTEN
HP:0000218,High palate,5728,PTEN
HP:0000218,High palate,6495,SIX1
HP:0000218,High palate,9853,RUSC2
HP:0000218,High palate,1947,EFNB1
HP:0000218,High palate,81857,MED25
HP:0000218,High palate,84942,WDR73
HP:0000218,High palate,538,ATP7A
HP:0000218,High palate,5830,PEX5
HP:0000218,High palate,5830,PEX5
HP:0000218,High palate,5189,PEX1
HP:0000218,High palate,5189,PEX1
HP:0000218,High palate,55870,ASH1L
HP:0000218,High palate,25885,POLR1A
HP:0000218,High palate,9469,CHST3
HP:0000218,High palate,4853,NOTCH2
HP:0000218,High palate,10381,TUBB3
HP:0000218,High palate,23184,MESD
HP:0000218,High palate,85365,ALG2
HP:0000218,High palate,85365,ALG2
HP:0000218,High palate,85365,ALG2
HP:0000218,High palate,2626,GATA4
HP:0000218,High palate,6872,TAF1
HP:0000218,High palate,22872,SEC31A
HP:0000218,High palate,4763,NF1
HP:0000218,High palate,1303,COL12A1
HP:0000218,High palate,1656,DDX6
HP:0000218,High palate,1501,CTNND2
HP:0000218,High palate,9037,SEMA5A
HP:0000218,High palate,88,ACTN2
HP:0000218,High palate,5442,POLRMT
HP:0000218,High palate,4297,KMT2A
HP:0000218,High palate,4297,KMT2A
HP:0000218,High palate,2783,GNB2
HP:0000218,High palate,4632,MYL1
HP:0000218,High palate,8642,DCHS1
HP:0000218,High palate,4053,LTBP2
HP:0000218,High palate,3476,IGBP1
HP:0000218,High palate,3476,IGBP1
HP:0000218,High palate,8241,RBM10
HP:0000218,High palate,3981,LIG4
HP:0000218,High palate,54888,NSUN2
HP:0000218,High palate,23312,DMXL2
HP:0000218,High palate,3572,IL6ST
HP:0000218,High palate,3572,IL6ST
HP:0000218,High palate,56006,SMG9
HP:0000218,High palate,54880,BCOR
HP:0000218,High palate,8260,NAA10
HP:0000218,High palate,8260,NAA10
HP:0000218,High palate,1182,CLCN3
HP:0000218,High palate,10717,AP4B1
HP:0000218,High palate,10717,AP4B1
HP:0000218,High palate,51604,PIGT
HP:0000218,High palate,11154,AP4S1
HP:0000218,High palate,11154,AP4S1
HP:0000218,High palate,5048,PAFAH1B1
HP:0000218,High palate,7531,YWHAE
HP:0000218,High palate,84665,MYPN
HP:0000218,High palate,84665,MYPN
HP:0000218,High palate,84665,MYPN
HP:0000218,High palate,9841,ZBTB24
HP:0000218,High palate,286,ANK1
HP:0000218,High palate,145258,GSC
HP:0000218,High palate,26137,ZBTB20
HP:0000218,High palate,8314,BAP1
HP:0000218,High palate,7750,ZMYM2
HP:0000218,High palate,57466,SCAF4
HP:0000218,High palate,57492,ARID1B
HP:0000218,High palate,57492,ARID1B
HP:0000218,High palate,7841,MOGS
HP:0000218,High palate,7841,MOGS
HP:0000218,High palate,2556,GABRA3
HP:0000218,High palate,2271,FH
HP:0000218,High palate,5373,PMM2
HP:0000218,High palate,23162,MAPK8IP3
HP:0000218,High palate,4123,MAN2C1
HP:0000218,High palate,6709,SPTAN1
HP:0000218,High palate,23219,FBXO28
HP:0000218,High palate,1107,CHD3
HP:0000218,High palate,9496,TBX4
HP:0000218,High palate,7476,WNT7A
HP:0000218,High palate,10195,ALG3
HP:0000218,High palate,10195,ALG3
HP:0000218,High palate,9896,FIG4
HP:0000218,High palate,3730,ANOS1
HP:0000218,High palate,3897,L1CAM
HP:0000218,High palate,3763,KCNJ6
HP:0000218,High palate,3763,KCNJ6
HP:0000218,High palate,29968,PSAT1
HP:0000218,High palate,6878,TAF6
HP:0000218,High palate,164,AP1G1
HP:0000218,High palate,6929,TCF3
HP:0000218,High palate,7922,SLC39A7
HP:0000218,High palate,973,CD79A
HP:0000218,High palate,974,CD79B
HP:0000218,High palate,6688,SPI1
HP:0000218,High palate,3543,IGLL1
HP:0000218,High palate,3507,IGHM
HP:0000218,High palate,29760,BLNK
HP:0000218,High palate,5295,PIK3R1
HP:0000218,High palate,56262,LRRC8A
HP:0000218,High palate,56262,LRRC8A
HP:0000218,High palate,353116,RILPL1
HP:0000218,High palate,353116,RILPL1
HP:0000218,High palate,84706,GPT2
HP:0000218,High palate,10466,COG5
HP:0000218,High palate,23013,SPEN
HP:0000218,High palate,6477,SIAH1
HP:0000218,High palate,6885,MAP3K7
HP:0000218,High palate,170689,ADAMTS15
HP:0000218,High palate,23363,OBSL1
HP:0000218,High palate,9871,SEC24D
HP:0000218,High palate,29998,BICRA
HP:0000218,High palate,6651,SON
HP:0000218,High palate,157922,CAMSAP1
HP:0000218,High palate,1289,COL5A1
HP:0000218,High palate,6263,RYR3
HP:0000218,High palate,9179,AP4M1
HP:0000218,High palate,9179,AP4M1
HP:0000218,High palate,1725,DHPS
HP:0000218,High palate,1741,DLG3
HP:0000218,High palate,2530,FUT8
HP:0000218,High palate,54496,PRMT7
HP:0000218,High palate,7169,TPM2
HP:0000218,High palate,7169,TPM2
HP:0000218,High palate,7169,TPM2
HP:0000218,High palate,7169,TPM2
HP:0000218,High palate,7169,TPM2
HP:0000218,High palate,7169,TPM2
HP:0000218,High palate,5831,PYCR1
HP:0000218,High palate,29920,PYCR2
HP:0000218,High palate,4141,MARS1
HP:0000218,High palate,23389,MED13L
HP:0000218,High palate,444,ASPH
HP:0000218,High palate,10483,SEC23B
HP:0000218,High palate,6390,SDHB
HP:0000218,High palate,6392,SDHD
HP:0000218,High palate,6391,SDHC
HP:0000218,High palate,207,AKT1
HP:0000218,High palate,207,AKT1
HP:0000218,High palate,205717,USF3
HP:0000218,High palate,5290,PIK3CA
HP:0000218,High palate,5290,PIK3CA
HP:0000218,High palate,100144748,KLLN
HP:0000218,High palate,372,ARCN1
HP:0000218,High palate,9451,EIF2AK3
HP:0000218,High palate,5277,PIGA
HP:0000218,High palate,5283,PIGH
HP:0000218,High palate,4015,LOX
HP:0000218,High palate,84896,ATAD1
HP:0000218,High palate,57187,THOC2
HP:0000218,High palate,9244,CRLF1
HP:0000218,High palate,9244,CRLF1
HP:0000218,High palate,64864,RFX7
HP:0000218,High palate,10755,GIPC1
HP:0000218,High palate,100996717,NOTCH2NLC
HP:0000218,High palate,668,FOXL2
HP:0000218,High palate,6611,SMS
HP:0000218,High palate,57003,CCDC47
HP:0000218,High palate,29895,MYL11
HP:0000218,High palate,79005,SCNM1
HP:0000218,High palate,57465,TBC1D24
HP:0000218,High palate,57465,TBC1D24
HP:0000218,High palate,84172,POLR1B
HP:0000218,High palate,9533,POLR1C
HP:0000218,High palate,51082,POLR1D
HP:0000218,High palate,6949,TCOF1
HP:0000218,High palate,285590,SH3PXD2B
HP:0000218,High palate,51715,RAB23
HP:0000218,High palate,10651,MTX2
HP:0000218,High palate,29123,ANKRD11
HP:0000218,High palate,64093,SMOC1
HP:0000218,High palate,64093,SMOC1
HP:0000218,High palate,23529,CLCF1
HP:0000218,High palate,23529,CLCF1
HP:0000218,High palate,118924,FRA10AC1
HP:0000218,High palate,22995,CEP152
HP:0000218,High palate,84905,ZNF341
HP:0000218,High palate,23154,NCDN
HP:0000218,High palate,5528,PPP2R5D
HP:0000218,High palate,2733,GLE1
HP:0000218,High palate,3295,HSD17B4
HP:0000218,High palate,3295,HSD17B4
HP:0000218,High palate,22800,RRAS2
HP:0000218,High palate,867,CBL
HP:0000218,High palate,6016,RIT1
HP:0000218,High palate,6237,RRAS
HP:0000218,High palate,5894,RAF1
HP:0000218,High palate,22808,MRAS
HP:0000218,High palate,200734,SPRED2
HP:0000218,High palate,4893,NRAS
HP:0000218,High palate,6654,SOS1
HP:0000218,High palate,6655,SOS2
HP:0000218,High palate,5781,PTPN11
HP:0000218,High palate,5781,PTPN11
HP:0000218,High palate,5922,RASA2
HP:0000218,High palate,1795,DOCK3
HP:0000218,High palate,11011,TLK2
HP:0000218,High palate,129285,PPP1R21
HP:0000218,High palate,2261,FGFR3
HP:0000218,High palate,2261,FGFR3
HP:0000218,High palate,221927,BRAT1
HP:0000218,High palate,3480,IGF1R
HP:0000218,High palate,121340,SP7
HP:0000218,High palate,90952,ESAM
HP:0000218,High palate,4702,NDUFA8
HP:0000218,High palate,9131,AIFM1
HP:0000218,High palate,341640,FREM2
HP:0000218,High palate,80144,FRAS1
HP:0000218,High palate,23426,GRIP1
HP:0000218,High palate,10046,MAMLD1
HP:0000218,High palate,6834,SURF1
HP:0000218,High palate,4570,MT-TN
HP:0000218,High palate,4574,MT-TS1
HP:0000218,High palate,8506,CNTNAP1
HP:0000218,High palate,10274,STAG1
HP:0000218,High palate,1119,CHKA
HP:0000218,High palate,118987,PDZD8
HP:0000218,High palate,23118,TAB2
HP:0000218,High palate,8443,GNPAT
HP:0000218,High palate,10324,KLHL41
HP:0000218,High palate,10324,KLHL41
HP:0000218,High palate,10324,KLHL41
HP:0000218,High palate,56203,LMOD3
HP:0000218,High palate,170302,ARX
HP:0000218,High palate,170302,ARX
HP:0000218,High palate,29925,GMPPB
HP:0000218,High palate,1798,DPAGT1
HP:0000218,High palate,199857,ALG14
HP:0000218,High palate,84987,COX14
HP:0000218,High palate,274,BIN1
HP:0000218,High palate,274,BIN1
HP:0000218,High palate,8289,ARID1A
HP:0000218,High palate,55107,ANO1
HP:0000218,High palate,6598,SMARCB1
HP:0000218,High palate,259232,NALCN
HP:0000218,High palate,259232,NALCN
HP:0000218,High palate,1339,COX6A2
HP:0000218,High palate,6899,TBX1
HP:0000218,High palate,860,RUNX2
HP:0000218,High palate,4633,MYL2
HP:0000218,High palate,3679,ITGA7
HP:0000218,High palate,9200,HACD1
HP:0000218,High palate,51776,MAP3K20
HP:0000218,High palate,10352,WARS2
HP:0000218,High palate,3265,HRAS
HP:0000218,High palate,2697,GJA1
HP:0000218,High palate,23265,EXOC7
HP:0000218,High palate,4953,ODC1
HP:0000218,High palate,8905,AP1S2
HP:0000218,High palate,8239,USP9X
HP:0000218,High palate,5828,PEX2
HP:0000218,High palate,5828,PEX2
HP:0000218,High palate,10290,SPEG
HP:0000218,High palate,10290,SPEG
HP:0000218,High palate,157570,ESCO2
HP:0000218,High palate,157570,ESCO2
HP:0000218,High palate,51611,DPH5
HP:0000218,High palate,78989,COLEC11
HP:0000218,High palate,6774,STAT3
HP:0000218,High palate,5594,MAPK1
HP:0000218,High palate,1654,DDX3X
HP:0000218,High palate,55670,PEX26
HP:0000218,High palate,55670,PEX26
HP:0000218,High palate,7025,NR2F1
HP:0000218,High palate,3187,HNRNPH1
HP:0000218,High palate,7355,SLC35A2
HP:0000218,High palate,81031,SLC2A10
HP:0000218,High palate,7140,TNNT3
HP:0000218,High palate,8504,PEX3
HP:0000218,High palate,8504,PEX3
HP:0000218,High palate,7317,UBA1
HP:0000218,High palate,390594,KBTBD13
HP:0000218,High palate,50628,GEMIN4
HP:0000218,High palate,3954,LETM1
HP:0000218,High palate,1487,CTBP1
HP:0000218,High palate,5631,PRPS1
HP:0000218,High palate,9775,EIF4A3
HP:0000218,High palate,667,DST
HP:0000218,High palate,2702,GJA5
HP:0000218,High palate,2703,GJA8
HP:0000218,High palate,7048,TGFBR2
HP:0000218,High palate,7043,TGFB3
HP:0000218,High palate,7043,TGFB3
HP:0000218,High palate,5824,PEX19
HP:0000218,High palate,8799,PEX11B
HP:0000218,High palate,9409,PEX16
HP:0000218,High palate,5190,PEX6
HP:0000218,High palate,5193,PEX12
HP:0000218,High palate,5194,PEX13
HP:0000218,High palate,5195,PEX14
HP:0000218,High palate,5192,PEX10
HP:0000218,High palate,9698,PUM1
HP:0000218,High palate,2335,FN1
HP:0000218,High palate,1280,COL2A1
HP:0000218,High palate,53616,ADAM22
HP:0000218,High palate,85358,SHANK3
HP:0000218,High palate,91179,SCARF2
HP:0000218,High palate,5859,QARS1
HP:0000218,High palate,113179,ADAT3
HP:0000218,High palate,3313,HSPA9
HP:0000218,High palate,10525,HYOU1
HP:0000218,High palate,1836,SLC26A2
HP:0000218,High palate,10157,AASS
HP:0000218,High palate,79631,EFL1
HP:0000218,High palate,30008,EFEMP2
HP:0000218,High palate,5053,PAH
HP:0000218,High palate,26224,FBXL3
HP:0000218,High palate,101929726,MYMX
HP:0000218,High palate,8831,SYNGAP1
HP:0000218,High palate,10265,IRX5
HP:0000218,High palate,23511,NUP188
HP:0000218,High palate,5604,MAP2K1
HP:0000218,High palate,5604,MAP2K1
HP:0000218,High palate,5605,MAP2K2
HP:0000218,High palate,79633,FAT4
HP:0000218,High palate,55644,OSGEP
HP:0000218,High palate,6628,SNRPB
HP:0000218,High palate,8405,SPOP
HP:0000218,High palate,51305,KCNK9
HP:0000218,High palate,51124,IER3IP1
HP:0000218,High palate,54870,QRICH1
HP:0000218,High palate,5500,PPP1CB
HP:0000218,High palate,7291,TWIST1
HP:0000218,High palate,100506658,OCLN
HP:0000218,High palate,1376,CPT2
HP:0000218,High palate,23431,AP4E1
HP:0000218,High palate,6497,SKI
HP:0000218,High palate,9320,TRIP12
HP:0000218,High palate,523,ATP6V1A
HP:0000218,High palate,55023,PHIP
HP:0000218,High palate,200205,IBA57
HP:0000218,High palate,1663,DDX11
HP:0000218,High palate,738,VPS51
HP:0000218,High palate,9757,KMT2B
HP:0000218,High palate,5430,POLR2A
HP:0000218,High palate,57731,SPTBN4
HP:0000218,High palate,9181,ARHGEF2
HP:0000218,High palate,6736,SRY
HP:0000218,High palate,55753,OGDHL
HP:0000218,High palate,9990,SLC12A6
HP:0000218,High palate,8367,H4C5
HP:0000218,High palate,23394,ADNP
HP:0000218,High palate,5447,POR
HP:0000218,High palate,116931,MED12L
HP:0000218,High palate,613,BCR
HP:0000218,High palate,1399,CRKL
HP:0000218,High palate,57520,HECW2
HP:0000218,High palate,51506,UFC1
HP:0000218,High palate,129563,DIS3L2
HP:0000218,High palate,137682,NDUFAF6
HP:0000218,High palate,55780,ERMARD
HP:0000218,High palate,57551,TAOK1
HP:0000218,High palate,8888,MCM3AP
HP:0000218,High palate,93986,FOXP2
HP:0000218,High palate,5351,PLOD1
HP:0000218,High palate,81620,CDT1
HP:0000218,High palate,5000,ORC4
HP:0000218,High palate,23594,ORC6
HP:0000218,High palate,990,CDC6
HP:0000218,High palate,51053,GMNN
HP:0000218,High palate,157680,VPS13B
HP:0000218,High palate,157680,VPS13B
HP:0000218,High palate,8604,SLC25A12
HP:0000218,High palate,1281,COL3A1
HP:0000218,High palate,55697,VAC14
HP:0000218,High palate,1822,ATN1
HP:0000218,High palate,93627,TBCK
HP:0000218,High palate,657,BMPR1A
HP:0000218,High palate,388662,SLC6A17
HP:0000218,High palate,8558,CDK10
HP:0000218,High palate,1857,DVL3
HP:0000218,High palate,2535,FZD2
HP:0000218,High palate,9791,PTDSS1
HP:0000218,High palate,29957,SLC25A24
HP:0000218,High palate,2887,GRB10
HP:0000218,High palate,6595,SMARCA2
HP:0000218,High palate,6595,SMARCA2
HP:0000218,High palate,4841,NONO
HP:0000218,High palate,4841,NONO
HP:0000218,High palate,56098,PCDHGC4
HP:0000218,High palate,8813,DPM1
HP:0000218,High palate,8813,DPM1
HP:0000218,High palate,2239,GPC4
HP:0000218,High palate,2719,GPC3
HP:0000218,High palate,1315,COPB1
HP:0000218,High palate,84168,ANTXR1
HP:0000218,High palate,404672,GTF2H5
HP:0000218,High palate,833,CARS1
HP:0000218,High palate,2068,ERCC2
HP:0000218,High palate,7737,RNF113A
HP:0000218,High palate,136647,MPLKIP
HP:0000218,High palate,6897,TARS1
HP:0000218,High palate,16,AARS1
HP:0000218,High palate,2071,ERCC3
HP:0000218,High palate,2961,GTF2E2
HP:0000218,High palate,9897,WASHC5
HP:0000218,High palate,57020,VPS35L
HP:0000218,High palate,196528,ARID2
HP:0000218,High palate,27152,INTU
HP:0000218,High palate,4629,MYH11
HP:0000218,High palate,4089,SMAD4
HP:0000218,High palate,59,ACTA2
HP:0000218,High palate,5592,PRKG1
HP:0000218,High palate,2301,FOXE3
HP:0000218,High palate,4144,MAT2A
HP:0000218,High palate,23493,HEY2
HP:0000218,High palate,4638,MYLK
HP:0000218,High palate,2006,ELN
HP:0000217,Xerostomia,6335,SCN9A
HP:0000217,Xerostomia,9071,CLDN10
HP:0000217,Xerostomia,64834,ELOVL1
HP:0000217,Xerostomia,2263,FGFR2
HP:0000217,Xerostomia,2263,FGFR2
HP:0000217,Xerostomia,54551,MAGEL2
HP:0000217,Xerostomia,128178,EDARADD
HP:0000217,Xerostomia,25978,CHMP2B
HP:0000217,Xerostomia,3178,HNRNPA1
HP:0000217,Xerostomia,8148,TAF15
HP:0000217,Xerostomia,5445,PON2
HP:0000217,Xerostomia,9217,VAPB
HP:0000217,Xerostomia,8878,SQSTM1
HP:0000217,Xerostomia,5630,PRPH
HP:0000217,Xerostomia,29110,TBK1
HP:0000217,Xerostomia,55830,GLT8D1
HP:0000217,Xerostomia,755,CFAP410
HP:0000217,Xerostomia,10891,PPARGC1A
HP:0000217,Xerostomia,6647,SOD1
HP:0000217,Xerostomia,10133,OPTN
HP:0000217,Xerostomia,1639,DCTN1
HP:0000217,Xerostomia,9896,FIG4
HP:0000217,Xerostomia,5444,PON1
HP:0000217,Xerostomia,5446,PON3
HP:0000217,Xerostomia,4744,NEFH
HP:0000217,Xerostomia,5216,PFN1
HP:0000217,Xerostomia,9782,MATR3
HP:0000217,Xerostomia,54209,TREM2
HP:0000217,Xerostomia,7415,VCP
HP:0000217,Xerostomia,283,ANG
HP:0000217,Xerostomia,23435,TARDBP
HP:0000217,Xerostomia,29978,UBQLN2
HP:0000217,Xerostomia,2733,GLE1
HP:0000217,Xerostomia,2521,FUS
HP:0000217,Xerostomia,4750,NEK1
HP:0000217,Xerostomia,2043,EPHA4
HP:0000217,Xerostomia,6311,ATXN2
HP:0000217,Xerostomia,1610,DAO
HP:0000217,Xerostomia,2066,ERBB4
HP:0000217,Xerostomia,311,ANXA11
HP:0000217,Xerostomia,23025,UNC13A
HP:0000217,Xerostomia,899,CCNF
HP:0000217,Xerostomia,400916,CHCHD10
HP:0000217,Xerostomia,64127,NOD2
HP:0000217,Xerostomia,64127,NOD2
HP:0000217,Xerostomia,8626,TP63
HP:0000217,Xerostomia,8626,TP63
HP:0000217,Xerostomia,1131,CHRM3
HP:0000217,Xerostomia,2255,FGF10
HP:0000217,Xerostomia,2255,FGF10
HP:0000217,Xerostomia,2255,FGF10
HP:0000217,Xerostomia,6558,SLC12A2
HP:0000217,Xerostomia,2934,GSN
HP:0000217,Xerostomia,6492,SIM1
HP:0000217,Xerostomia,1235,CCR6
HP:0000217,Xerostomia,1490,CCN2
HP:0000217,Xerostomia,3663,IRF5
HP:0000217,Xerostomia,857,CAV1
HP:0000217,Xerostomia,3123,HLA-DRB1
HP:0000217,Xerostomia,2261,FGFR3
HP:0000217,Xerostomia,3930,LBR
HP:0000216,Broad secondary alveolar ridge,9896,FIG4
HP:0000216,Broad secondary alveolar ridge,55697,VAC14
HP:0006208,Metaphyseal cupping of proximal phalanges,1300,COL10A1
HP:0006208,Metaphyseal cupping of proximal phalanges,1300,COL10A1
HP:0006208,Metaphyseal cupping of proximal phalanges,10013,HDAC6
HP:0006207,Partial fusion of carpals,2316,FLNA
HP:0006206,Hypersegmentation of proximal phalanx of second finger,8200,GDF5
HP:0006203,Decreased movement range in interphalangeal joints,79158,GNPTAB
HP:0006203,Decreased movement range in interphalangeal joints,9987,HNRNPDL
HP:0006203,Decreased movement range in interphalangeal joints,3848,KRT1
HP:0006201,Hypermobility of distal interphalangeal joints,1281,COL3A1
HP:0006201,Hypermobility of distal interphalangeal joints,1278,COL1A2
HP:0006201,Hypermobility of distal interphalangeal joints,9427,ECEL1
HP:0006200,Widened distal phalanges,1301,COL11A1
HP:0006200,Widened distal phalanges,1387,CREBBP
HP:0006200,Widened distal phalanges,2033,EP300
HP:0006200,Widened distal phalanges,2317,FLNB
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,2896,GRN
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,2896,GRN
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,80331,DNAJC5
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,80331,DNAJC5
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,80331,DNAJC5
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1509,CTSD
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1509,CTSD
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1200,TPP1
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1200,TPP1
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,54982,CLN6
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,54982,CLN6
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,54982,CLN6
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,54982,CLN6
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,2055,CLN8
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,2055,CLN8
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,2055,CLN8
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,5538,PPT1
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,5538,PPT1
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1203,CLN5
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1203,CLN5
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1203,CLN5
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,256471,MFSD8
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,1201,CLN3
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,8722,CTSF
HP:0003208,Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,154881,KCTD7
HP:0003206,Decreased activity of NADPH oxidase,4688,NCF2
HP:0003206,Decreased activity of NADPH oxidase,133686,NADK2
HP:0003206,Decreased activity of NADPH oxidase,1536,CYBB
HP:0003206,Decreased activity of NADPH oxidase,653361,NCF1
HP:0003206,Decreased activity of NADPH oxidase,1535,CYBA
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,2896,GRN
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,80331,DNAJC5
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,80331,DNAJC5
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,1509,CTSD
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,1200,TPP1
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,1200,TPP1
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,54982,CLN6
HP:0003205,Curvilinear intracellular accumulation of autofluorescent lipopigment storage material,54982,CLN6
