hpo_id,hpo_name,ncbi_gene_id,gene_symbol
HP:0009121,Abnormal axial skeleton morphology,4438,MSH4
HP:0009121,Abnormal axial skeleton morphology,6658,SOX3
HP:0009121,Abnormal axial skeleton morphology,4907,NT5E
HP:0009121,Abnormal axial skeleton morphology,57211,ADGRG6
HP:0009121,Abnormal axial skeleton morphology,64802,NMNAT1
HP:0009121,Abnormal axial skeleton morphology,8517,IKBKG
HP:0009121,Abnormal axial skeleton morphology,8517,IKBKG
HP:0009121,Abnormal axial skeleton morphology,10651,MTX2
HP:0009121,Abnormal axial skeleton morphology,3899,AFF3
HP:0009121,Abnormal axial skeleton morphology,10220,GDF11
HP:0009121,Abnormal axial skeleton morphology,25836,NIPBL
HP:0009121,Abnormal axial skeleton morphology,60,ACTB
HP:0009121,Abnormal axial skeleton morphology,4990,SIX6
HP:0009121,Abnormal axial skeleton morphology,286,ANK1
HP:0009121,Abnormal axial skeleton morphology,6231,RPS26
HP:0009121,Abnormal axial skeleton morphology,79879,CCDC134
HP:0009121,Abnormal axial skeleton morphology,145258,GSC
HP:0009121,Abnormal axial skeleton morphology,10861,SLC26A1
HP:0009121,Abnormal axial skeleton morphology,2783,GNB2
HP:0009121,Abnormal axial skeleton morphology,55697,VAC14
HP:0009121,Abnormal axial skeleton morphology,80144,FRAS1
HP:0009121,Abnormal axial skeleton morphology,30813,VSX1
HP:0009121,Abnormal axial skeleton morphology,18,ABAT
HP:0009121,Abnormal axial skeleton morphology,727676,SNORD118
HP:0009121,Abnormal axial skeleton morphology,2131,EXT1
HP:0009121,Abnormal axial skeleton morphology,2132,EXT2
HP:0009121,Abnormal axial skeleton morphology,29925,GMPPB
HP:0009121,Abnormal axial skeleton morphology,79147,FKRP
HP:0009121,Abnormal axial skeleton morphology,9215,LARGE1
HP:0009121,Abnormal axial skeleton morphology,79628,SH3TC2
HP:0009121,Abnormal axial skeleton morphology,57231,SNX14
HP:0009121,Abnormal axial skeleton morphology,84295,PHF6
HP:0009121,Abnormal axial skeleton morphology,4773,NFATC2
HP:0009121,Abnormal axial skeleton morphology,81693,AMN
HP:0009121,Abnormal axial skeleton morphology,55719,SLF2
HP:0009121,Abnormal axial skeleton morphology,285362,SUMF1
HP:0009121,Abnormal axial skeleton morphology,3110,MNX1
HP:0009121,Abnormal axial skeleton morphology,80199,FUZ
HP:0009121,Abnormal axial skeleton morphology,1859,DYRK1A
HP:0009121,Abnormal axial skeleton morphology,23498,HAAO
HP:0009121,Abnormal axial skeleton morphology,6347,CCL2
HP:0009121,Abnormal axial skeleton morphology,176,ACAN
HP:0009121,Abnormal axial skeleton morphology,55699,IARS2
HP:0009121,Abnormal axial skeleton morphology,9820,CUL7
HP:0009121,Abnormal axial skeleton morphology,9820,CUL7
HP:0009121,Abnormal axial skeleton morphology,23363,OBSL1
HP:0009121,Abnormal axial skeleton morphology,23363,OBSL1
HP:0009121,Abnormal axial skeleton morphology,83987,CCDC8
HP:0009121,Abnormal axial skeleton morphology,83987,CCDC8
HP:0009121,Abnormal axial skeleton morphology,6513,SLC2A1
HP:0009121,Abnormal axial skeleton morphology,57539,WDR35
HP:0009121,Abnormal axial skeleton morphology,51098,IFT52
HP:0009121,Abnormal axial skeleton morphology,341640,FREM2
HP:0009121,Abnormal axial skeleton morphology,2316,FLNA
HP:0009121,Abnormal axial skeleton morphology,2316,FLNA
HP:0009121,Abnormal axial skeleton morphology,4758,NEU1
HP:0009121,Abnormal axial skeleton morphology,55777,MBD5
HP:0009121,Abnormal axial skeleton morphology,3549,IHH
HP:0009121,Abnormal axial skeleton morphology,134701,RIPPLY2
HP:0009121,Abnormal axial skeleton morphology,3955,LFNG
HP:0009121,Abnormal axial skeleton morphology,84667,HES7
HP:0009121,Abnormal axial skeleton morphology,84667,HES7
HP:0009121,Abnormal axial skeleton morphology,55191,NADSYN1
HP:0009121,Abnormal axial skeleton morphology,55764,IFT122
HP:0009121,Abnormal axial skeleton morphology,5566,PRKACA
HP:0009121,Abnormal axial skeleton morphology,5567,PRKACB
HP:0009121,Abnormal axial skeleton morphology,2735,GLI1
HP:0009121,Abnormal axial skeleton morphology,2121,EVC
HP:0009121,Abnormal axial skeleton morphology,132884,EVC2
HP:0009121,Abnormal axial skeleton morphology,5745,PTH1R
HP:0009121,Abnormal axial skeleton morphology,23594,ORC6
HP:0009121,Abnormal axial skeleton morphology,652,BMP4
HP:0009121,Abnormal axial skeleton morphology,3043,HBB
HP:0009121,Abnormal axial skeleton morphology,3043,HBB
HP:0009121,Abnormal axial skeleton morphology,5295,PIK3R1
HP:0009121,Abnormal axial skeleton morphology,5832,ALDH18A1
HP:0009121,Abnormal axial skeleton morphology,3835,KIF22
HP:0009121,Abnormal axial skeleton morphology,246329,STAC3
HP:0009121,Abnormal axial skeleton morphology,25914,RTTN
HP:0009121,Abnormal axial skeleton morphology,374407,DNAJB13
HP:0009121,Abnormal axial skeleton morphology,139212,DNAAF6
HP:0009121,Abnormal axial skeleton morphology,30011,SH3KBP1
HP:0009121,Abnormal axial skeleton morphology,152110,NEK10
HP:0009121,Abnormal axial skeleton morphology,27148,STK36
HP:0009121,Abnormal axial skeleton morphology,5880,RAC2
HP:0009121,Abnormal axial skeleton morphology,64446,DNAI2
HP:0009121,Abnormal axial skeleton morphology,987,LRBA
HP:0009121,Abnormal axial skeleton morphology,54440,SASH3
HP:0009121,Abnormal axial skeleton morphology,6789,STK4
HP:0009121,Abnormal axial skeleton morphology,345895,RSPH4A
HP:0009121,Abnormal axial skeleton morphology,9094,UNC119
HP:0009121,Abnormal axial skeleton morphology,54768,HYDIN
HP:0009121,Abnormal axial skeleton morphology,89765,RSPH1
HP:0009121,Abnormal axial skeleton morphology,6813,STXBP2
HP:0009121,Abnormal axial skeleton morphology,54919,DNAAF5
HP:0009121,Abnormal axial skeleton morphology,54014,BRWD1
HP:0009121,Abnormal axial skeleton morphology,51364,ZMYND10
HP:0009121,Abnormal axial skeleton morphology,50615,IL21R
HP:0009121,Abnormal axial skeleton morphology,1767,DNAH5
HP:0009121,Abnormal axial skeleton morphology,85452,CFAP74
HP:0009121,Abnormal axial skeleton morphology,8382,NME5
HP:0009121,Abnormal axial skeleton morphology,3604,TNFRSF9
HP:0009121,Abnormal axial skeleton morphology,84061,MAGT1
HP:0009121,Abnormal axial skeleton morphology,123872,DNAAF1
HP:0009121,Abnormal axial skeleton morphology,55130,ODAD2
HP:0009121,Abnormal axial skeleton morphology,10625,IVNS1ABP
HP:0009121,Abnormal axial skeleton morphology,4194,MDM4
HP:0009121,Abnormal axial skeleton morphology,3551,IKBKB
HP:0009121,Abnormal axial skeleton morphology,23765,IL17RA
HP:0009121,Abnormal axial skeleton morphology,246176,GAS2L2
HP:0009121,Abnormal axial skeleton morphology,81704,DOCK8
HP:0009121,Abnormal axial skeleton morphology,81704,DOCK8
HP:0009121,Abnormal axial skeleton morphology,345643,MCIDAS
HP:0009121,Abnormal axial skeleton morphology,93233,ODAD1
HP:0009121,Abnormal axial skeleton morphology,56683,CFAP298
HP:0009121,Abnormal axial skeleton morphology,721,C4B
HP:0009121,Abnormal axial skeleton morphology,85478,CCDC65
HP:0009121,Abnormal axial skeleton morphology,6674,SPAG1
HP:0009121,Abnormal axial skeleton morphology,2214,FCGR3A
HP:0009121,Abnormal axial skeleton morphology,23639,DNAAF11
HP:0009121,Abnormal axial skeleton morphology,55172,DNAAF2
HP:0009121,Abnormal axial skeleton morphology,85016,CFAP300
HP:0009121,Abnormal axial skeleton morphology,85016,CFAP300
HP:0009121,Abnormal axial skeleton morphology,2212,FCGR2A
HP:0009121,Abnormal axial skeleton morphology,83538,ODAD4
HP:0009121,Abnormal axial skeleton morphology,83538,ODAD4
HP:0009121,Abnormal axial skeleton morphology,92749,DRC1
HP:0009121,Abnormal axial skeleton morphology,92749,DRC1
HP:0009121,Abnormal axial skeleton morphology,1770,DNAH9
HP:0009121,Abnormal axial skeleton morphology,1770,DNAH9
HP:0009121,Abnormal axial skeleton morphology,83861,RSPH3
HP:0009121,Abnormal axial skeleton morphology,83861,RSPH3
HP:0009121,Abnormal axial skeleton morphology,6103,RPGR
HP:0009121,Abnormal axial skeleton morphology,6103,RPGR
HP:0009121,Abnormal axial skeleton morphology,6892,TAPBP
HP:0009121,Abnormal axial skeleton morphology,6890,TAP1
HP:0009121,Abnormal axial skeleton morphology,6891,TAP2
HP:0009121,Abnormal axial skeleton morphology,79645,CLXN
HP:0009121,Abnormal axial skeleton morphology,3514,IGKC
HP:0009121,Abnormal axial skeleton morphology,3501,IGHG2
HP:0009121,Abnormal axial skeleton morphology,25981,DNAH1
HP:0009121,Abnormal axial skeleton morphology,115948,ODAD3
HP:0009121,Abnormal axial skeleton morphology,115948,ODAD3
HP:0009121,Abnormal axial skeleton morphology,54970,TTC12
HP:0009121,Abnormal axial skeleton morphology,2302,FOXJ1
HP:0009121,Abnormal axial skeleton morphology,2302,FOXJ1
HP:0009121,Abnormal axial skeleton morphology,221421,RSPH9
HP:0009121,Abnormal axial skeleton morphology,221421,RSPH9
HP:0009121,Abnormal axial skeleton morphology,55036,CCDC40
HP:0009121,Abnormal axial skeleton morphology,55036,CCDC40
HP:0009121,Abnormal axial skeleton morphology,83544,DNAL1
HP:0009121,Abnormal axial skeleton morphology,83544,DNAL1
HP:0009121,Abnormal axial skeleton morphology,200373,CFAP221
HP:0009121,Abnormal axial skeleton morphology,2622,GAS8
HP:0009121,Abnormal axial skeleton morphology,388389,CCDC103
HP:0009121,Abnormal axial skeleton morphology,388389,CCDC103
HP:0009121,Abnormal axial skeleton morphology,79925,SPEF2
HP:0009121,Abnormal axial skeleton morphology,10309,CCNO
HP:0009121,Abnormal axial skeleton morphology,115399,LRRC56
HP:0009121,Abnormal axial skeleton morphology,339829,CCDC39
HP:0009121,Abnormal axial skeleton morphology,339829,CCDC39
HP:0009121,Abnormal axial skeleton morphology,8701,DNAH11
HP:0009121,Abnormal axial skeleton morphology,146845,CFAP52
HP:0009121,Abnormal axial skeleton morphology,25790,CFAP45
HP:0009121,Abnormal axial skeleton morphology,56171,DNAH7
HP:0009121,Abnormal axial skeleton morphology,2890,GRIA1
HP:0009121,Abnormal axial skeleton morphology,1024,CDK8
HP:0009121,Abnormal axial skeleton morphology,1642,DDB1
HP:0009121,Abnormal axial skeleton morphology,22827,PUF60
HP:0009121,Abnormal axial skeleton morphology,2972,BRF1
HP:0009121,Abnormal axial skeleton morphology,51124,IER3IP1
HP:0009121,Abnormal axial skeleton morphology,9918,NCAPD2
HP:0009121,Abnormal axial skeleton morphology,27185,DISC1
HP:0009121,Abnormal axial skeleton morphology,8320,EOMES
HP:0009121,Abnormal axial skeleton morphology,51294,PCDH12
HP:0009121,Abnormal axial skeleton morphology,10015,PDCD6IP
HP:0009121,Abnormal axial skeleton morphology,6045,RNF2
HP:0009121,Abnormal axial skeleton morphology,4905,NSF
HP:0009121,Abnormal axial skeleton morphology,9181,ARHGEF2
HP:0009121,Abnormal axial skeleton morphology,53834,FGFRL1
HP:0009121,Abnormal axial skeleton morphology,23230,VPS13A
HP:0009121,Abnormal axial skeleton morphology,1297,COL9A1
HP:0009121,Abnormal axial skeleton morphology,79639,TMEM53
HP:0009121,Abnormal axial skeleton morphology,4659,PPP1R12A
HP:0009121,Abnormal axial skeleton morphology,100,ADA
HP:0009121,Abnormal axial skeleton morphology,8651,SOCS1
HP:0009121,Abnormal axial skeleton morphology,4361,MRE11
HP:0009121,Abnormal axial skeleton morphology,8738,CRADD
HP:0009121,Abnormal axial skeleton morphology,2639,GCDH
HP:0009121,Abnormal axial skeleton morphology,2581,GALC
HP:0009121,Abnormal axial skeleton morphology,5660,PSAP
HP:0009121,Abnormal axial skeleton morphology,641,BLM
HP:0009121,Abnormal axial skeleton morphology,51227,PIGP
HP:0009121,Abnormal axial skeleton morphology,23309,SIN3B
HP:0009121,Abnormal axial skeleton morphology,23019,CNOT1
HP:0009121,Abnormal axial skeleton morphology,8558,CDK10
HP:0009121,Abnormal axial skeleton morphology,57589,RIC1
HP:0009121,Abnormal axial skeleton morphology,387119,CEP85L
HP:0009121,Abnormal axial skeleton morphology,55280,CWF19L1
HP:0009121,Abnormal axial skeleton morphology,55280,CWF19L1
HP:0009121,Abnormal axial skeleton morphology,6389,SDHA
HP:0009121,Abnormal axial skeleton morphology,644096,SDHAF1
HP:0009121,Abnormal axial skeleton morphology,5324,PLAG1
HP:0009121,Abnormal axial skeleton morphology,111,ADCY5
HP:0009121,Abnormal axial skeleton morphology,27235,COQ2
HP:0009121,Abnormal axial skeleton morphology,27235,COQ2
HP:0009121,Abnormal axial skeleton morphology,10463,SLC30A9
HP:0009121,Abnormal axial skeleton morphology,2626,GATA4
HP:0009121,Abnormal axial skeleton morphology,27238,GPKOW
HP:0009121,Abnormal axial skeleton morphology,5594,MAPK1
HP:0009121,Abnormal axial skeleton morphology,6309,SC5D
HP:0009121,Abnormal axial skeleton morphology,2313,FLI1
HP:0009121,Abnormal axial skeleton morphology,4914,NTRK1
HP:0009121,Abnormal axial skeleton morphology,117581,TWIST2
HP:0009121,Abnormal axial skeleton morphology,7132,TNFRSF1A
HP:0009121,Abnormal axial skeleton morphology,79705,LRRK1
HP:0009121,Abnormal axial skeleton morphology,51633,OTUD6B
HP:0009121,Abnormal axial skeleton morphology,8450,CUL4B
HP:0009121,Abnormal axial skeleton morphology,865,CBFB
HP:0009121,Abnormal axial skeleton morphology,2556,GABRA3
HP:0009121,Abnormal axial skeleton morphology,79577,CDC73
HP:0009121,Abnormal axial skeleton morphology,79577,CDC73
HP:0009121,Abnormal axial skeleton morphology,63916,ELMO2
HP:0009121,Abnormal axial skeleton morphology,55084,SOBP
HP:0009121,Abnormal axial skeleton morphology,2248,FGF3
HP:0009120,Aplasia/Hypoplasia involving the sinuses,27019,DNAI1
HP:0009120,Aplasia/Hypoplasia involving the sinuses,1301,COL11A1
HP:0009120,Aplasia/Hypoplasia involving the sinuses,2316,FLNA
HP:0009120,Aplasia/Hypoplasia involving the sinuses,2316,FLNA
HP:0009120,Aplasia/Hypoplasia involving the sinuses,1513,CTSK
HP:0009120,Aplasia/Hypoplasia involving the sinuses,4591,TRIM37
HP:0009120,Aplasia/Hypoplasia involving the sinuses,4853,NOTCH2
HP:0009120,Aplasia/Hypoplasia involving the sinuses,4853,NOTCH2
HP:0009120,Aplasia/Hypoplasia involving the sinuses,546,ATRX
HP:0009120,Aplasia/Hypoplasia involving the sinuses,860,RUNX2
HP:0009120,Aplasia/Hypoplasia involving the sinuses,6424,SFRP4
HP:0009120,Aplasia/Hypoplasia involving the sinuses,257,ALX3
HP:0009120,Aplasia/Hypoplasia involving the sinuses,257,ALX3
HP:0009120,Aplasia/Hypoplasia involving the sinuses,175,AGA
HP:0009120,Aplasia/Hypoplasia involving the sinuses,10736,SIX2
HP:0009120,Aplasia/Hypoplasia involving the sinuses,2517,FUCA1
HP:0009120,Aplasia/Hypoplasia involving the sinuses,139285,AMER1
HP:0009120,Aplasia/Hypoplasia involving the sinuses,23347,SMCHD1
HP:0009120,Aplasia/Hypoplasia involving the sinuses,8092,ALX1
HP:0001156,Brachydactyly,3265,HRAS
HP:0001156,Brachydactyly,2137,EXTL3
HP:0001156,Brachydactyly,2137,EXTL3
HP:0001156,Brachydactyly,23394,ADNP
HP:0001156,Brachydactyly,10617,STAMBP
HP:0001156,Brachydactyly,28981,IFT81
HP:0001156,Brachydactyly,4750,NEK1
HP:0001156,Brachydactyly,4750,NEK1
HP:0001156,Brachydactyly,392255,GDF6
HP:0001156,Brachydactyly,1947,EFNB1
HP:0001156,Brachydactyly,1947,EFNB1
HP:0001156,Brachydactyly,5238,PGM3
HP:0001156,Brachydactyly,55733,HHAT
