hpo_id,hpo_name,ncbi_gene_id,gene_symbol
HP:0000177,Abnormal upper lip morphology,84163,GTF2IRD2
HP:0000177,Abnormal upper lip morphology,9275,BCL7B
HP:0000177,Abnormal upper lip morphology,26608,TBL2
HP:0000177,Abnormal upper lip morphology,653361,NCF1
HP:0000177,Abnormal upper lip morphology,135886,TMEM270
HP:0000177,Abnormal upper lip morphology,51085,MLXIPL
HP:0000177,Abnormal upper lip morphology,51085,MLXIPL
HP:0000177,Abnormal upper lip morphology,9031,BAZ1B
HP:0000177,Abnormal upper lip morphology,23345,SYNE1
HP:0000177,Abnormal upper lip morphology,55719,SLF2
HP:0000177,Abnormal upper lip morphology,9321,TRIP11
HP:0000177,Abnormal upper lip morphology,9321,TRIP11
HP:0000177,Abnormal upper lip morphology,23522,KAT6B
HP:0000177,Abnormal upper lip morphology,55670,PEX26
HP:0000177,Abnormal upper lip morphology,5591,PRKDC
HP:0000177,Abnormal upper lip morphology,63895,PIEZO2
HP:0000177,Abnormal upper lip morphology,81031,SLC2A10
HP:0000177,Abnormal upper lip morphology,9652,SKIC3
HP:0000177,Abnormal upper lip morphology,2146,EZH2
HP:0000177,Abnormal upper lip morphology,2146,EZH2
HP:0000177,Abnormal upper lip morphology,80324,PUS1
HP:0000177,Abnormal upper lip morphology,51067,YARS2
HP:0000177,Abnormal upper lip morphology,701,BUB1B
HP:0000177,Abnormal upper lip morphology,64324,NSD1
HP:0000177,Abnormal upper lip morphology,8726,EED
HP:0000177,Abnormal upper lip morphology,23512,SUZ12
HP:0000177,Abnormal upper lip morphology,28962,OSTM1
HP:0000177,Abnormal upper lip morphology,867,CBL
HP:0000177,Abnormal upper lip morphology,8216,LZTR1
HP:0000177,Abnormal upper lip morphology,10586,MAB21L2
HP:0000177,Abnormal upper lip morphology,85358,SHANK3
HP:0000177,Abnormal upper lip morphology,79650,USB1
HP:0000177,Abnormal upper lip morphology,5160,PDHA1
HP:0000177,Abnormal upper lip morphology,2263,FGFR2
HP:0000177,Abnormal upper lip morphology,5447,POR
HP:0000177,Abnormal upper lip morphology,169792,GLIS3
HP:0000177,Abnormal upper lip morphology,3767,KCNJ11
HP:0000177,Abnormal upper lip morphology,79731,NARS2
HP:0000177,Abnormal upper lip morphology,6833,ABCC8
HP:0000177,Abnormal upper lip morphology,2720,GLB1
HP:0000177,Abnormal upper lip morphology,5053,PAH
HP:0000177,Abnormal upper lip morphology,389827,MYMK
HP:0000177,Abnormal upper lip morphology,101929726,MYMX
HP:0000177,Abnormal upper lip morphology,101929726,MYMX
HP:0000177,Abnormal upper lip morphology,84679,SLC9A7
HP:0000177,Abnormal upper lip morphology,10352,WARS2
HP:0000177,Abnormal upper lip morphology,134701,RIPPLY2
HP:0000177,Abnormal upper lip morphology,10683,DLL3
HP:0000177,Abnormal upper lip morphology,3955,LFNG
HP:0000177,Abnormal upper lip morphology,84667,HES7
HP:0000177,Abnormal upper lip morphology,145873,MESP2
HP:0000177,Abnormal upper lip morphology,5604,MAP2K1
HP:0000177,Abnormal upper lip morphology,5605,MAP2K2
HP:0000177,Abnormal upper lip morphology,3845,KRAS
HP:0000177,Abnormal upper lip morphology,673,BRAF
HP:0000177,Abnormal upper lip morphology,2248,FGF3
HP:0000177,Abnormal upper lip morphology,6628,SNRPB
HP:0000177,Abnormal upper lip morphology,71,ACTG1
HP:0000177,Abnormal upper lip morphology,71,ACTG1
HP:0000177,Abnormal upper lip morphology,1213,CLTC
HP:0000177,Abnormal upper lip morphology,1861,TOR1A
HP:0000177,Abnormal upper lip morphology,4337,MOCS1
HP:0000177,Abnormal upper lip morphology,4659,PPP1R12A
HP:0000177,Abnormal upper lip morphology,4893,NRAS
HP:0000177,Abnormal upper lip morphology,3265,HRAS
HP:0000177,Abnormal upper lip morphology,28957,MRPS28
HP:0000177,Abnormal upper lip morphology,3832,KIF11
HP:0000177,Abnormal upper lip morphology,3832,KIF11
HP:0000177,Abnormal upper lip morphology,100506658,OCLN
HP:0000177,Abnormal upper lip morphology,113246,C12orf57
HP:0000177,Abnormal upper lip morphology,6591,SNAI2
HP:0000177,Abnormal upper lip morphology,3815,KIT
HP:0000177,Abnormal upper lip morphology,84700,MYO18B
HP:0000177,Abnormal upper lip morphology,23529,CLCF1
HP:0000177,Abnormal upper lip morphology,6910,TBX5
HP:0000177,Abnormal upper lip morphology,26229,B3GAT3
HP:0000177,Abnormal upper lip morphology,1968,EIF2S3
HP:0000177,Abnormal upper lip morphology,23404,EXOSC2
HP:0000177,Abnormal upper lip morphology,22861,NLRP1
HP:0000177,Abnormal upper lip morphology,9181,ARHGEF2
HP:0000177,Abnormal upper lip morphology,10982,MAPRE2
HP:0000177,Abnormal upper lip morphology,9653,HS2ST1
HP:0000177,Abnormal upper lip morphology,94005,PIGS
HP:0000177,Abnormal upper lip morphology,3572,IL6ST
HP:0000177,Abnormal upper lip morphology,51126,NAA20
HP:0000177,Abnormal upper lip morphology,1788,DNMT3A
HP:0000177,Abnormal upper lip morphology,1788,DNMT3A
HP:0000177,Abnormal upper lip morphology,8818,DPM2
HP:0000177,Abnormal upper lip morphology,4897,NRCAM
HP:0000177,Abnormal upper lip morphology,1806,DPYD
HP:0000177,Abnormal upper lip morphology,9915,ARNT2
HP:0000177,Abnormal upper lip morphology,4626,MYH8
HP:0000177,Abnormal upper lip morphology,4256,MGP
HP:0000177,Abnormal upper lip morphology,114034,TOE1
HP:0000177,Abnormal upper lip morphology,22856,CHSY1
HP:0000177,Abnormal upper lip morphology,6792,CDKL5
HP:0000177,Abnormal upper lip morphology,6261,RYR1
HP:0000177,Abnormal upper lip morphology,5087,PBX1
HP:0000177,Abnormal upper lip morphology,8036,SHOC2
HP:0000177,Abnormal upper lip morphology,51025,PAM16
HP:0000177,Abnormal upper lip morphology,4858,NOVA2
HP:0000177,Abnormal upper lip morphology,11338,U2AF2
HP:0000177,Abnormal upper lip morphology,2783,GNB2
HP:0000177,Abnormal upper lip morphology,7319,UBE2A
HP:0000177,Abnormal upper lip morphology,9343,EFTUD2
HP:0000177,Abnormal upper lip morphology,5813,PURA
HP:0000177,Abnormal upper lip morphology,11198,SUPT16H
HP:0000177,Abnormal upper lip morphology,11198,SUPT16H
HP:0000177,Abnormal upper lip morphology,79753,SNIP1
HP:0000177,Abnormal upper lip morphology,773,CACNA1A
HP:0000177,Abnormal upper lip morphology,6507,SLC1A3
HP:0000177,Abnormal upper lip morphology,477,ATP1A2
HP:0000177,Abnormal upper lip morphology,478,ATP1A3
HP:0000177,Abnormal upper lip morphology,3190,HNRNPK
HP:0000177,Abnormal upper lip morphology,3190,HNRNPK
HP:0000177,Abnormal upper lip morphology,9442,MED27
HP:0000177,Abnormal upper lip morphology,157922,CAMSAP1
HP:0000177,Abnormal upper lip morphology,10015,PDCD6IP
HP:0000177,Abnormal upper lip morphology,4131,MAP1B
HP:0000177,Abnormal upper lip morphology,128178,EDARADD
HP:0000177,Abnormal upper lip morphology,10913,EDAR
HP:0000177,Abnormal upper lip morphology,1896,EDA
HP:0000177,Abnormal upper lip morphology,1896,EDA
HP:0000177,Abnormal upper lip morphology,60401,EDA2R
HP:0000177,Abnormal upper lip morphology,9739,SETD1A
HP:0000177,Abnormal upper lip morphology,2629,GBA1
HP:0000177,Abnormal upper lip morphology,54892,NCAPG2
HP:0000177,Abnormal upper lip morphology,4204,MECP2
HP:0000177,Abnormal upper lip morphology,4204,MECP2
HP:0000177,Abnormal upper lip morphology,89970,RSPRY1
HP:0000177,Abnormal upper lip morphology,89970,RSPRY1
HP:0000177,Abnormal upper lip morphology,781,CACNA2D1
HP:0000177,Abnormal upper lip morphology,1436,CSF1R
HP:0000177,Abnormal upper lip morphology,51506,UFC1
HP:0000177,Abnormal upper lip morphology,5119,CHMP1A
HP:0000177,Abnormal upper lip morphology,9581,PREPL
HP:0000177,Abnormal upper lip morphology,23184,MESD
HP:0000177,Abnormal upper lip morphology,91137,SLC25A46
HP:0000177,Abnormal upper lip morphology,26999,CYFIP2
HP:0000177,Abnormal upper lip morphology,1760,DMPK
HP:0000177,Abnormal upper lip morphology,8642,DCHS1
HP:0000177,Abnormal upper lip morphology,5518,PPP2R1A
HP:0000177,Abnormal upper lip morphology,5913,RAPSN
HP:0000177,Abnormal upper lip morphology,10367,MICU1
HP:0000177,Abnormal upper lip morphology,51124,IER3IP1
HP:0000177,Abnormal upper lip morphology,23219,FBXO28
HP:0000177,Abnormal upper lip morphology,11141,IL1RAPL1
HP:0000177,Abnormal upper lip morphology,1917,EEF1A2
HP:0000177,Abnormal upper lip morphology,4633,MYL2
HP:0000177,Abnormal upper lip morphology,9230,RAB11B
HP:0000177,Abnormal upper lip morphology,79813,EHMT1
HP:0000177,Abnormal upper lip morphology,23097,CDK19
HP:0000177,Abnormal upper lip morphology,7528,YY1
HP:0000177,Abnormal upper lip morphology,23314,SATB2
HP:0000177,Abnormal upper lip morphology,6748,SSR4
HP:0000177,Abnormal upper lip morphology,153241,CEP120
HP:0000177,Abnormal upper lip morphology,79718,TBL1XR1
HP:0000177,Abnormal upper lip morphology,79718,TBL1XR1
HP:0000177,Abnormal upper lip morphology,9401,RECQL4
HP:0000177,Abnormal upper lip morphology,170302,ARX
HP:0000177,Abnormal upper lip morphology,2334,AFF2
HP:0000177,Abnormal upper lip morphology,126792,B3GALT6
HP:0000177,Abnormal upper lip morphology,126792,B3GALT6
HP:0000177,Abnormal upper lip morphology,55343,SLC35C1
HP:0000177,Abnormal upper lip morphology,7227,TRPS1
HP:0000177,Abnormal upper lip morphology,6812,STXBP1
HP:0000177,Abnormal upper lip morphology,5159,PDGFRB
HP:0000177,Abnormal upper lip morphology,8364,H4C3
HP:0000177,Abnormal upper lip morphology,25885,POLR1A
HP:0000177,Abnormal upper lip morphology,10524,KAT5
HP:0000177,Abnormal upper lip morphology,10220,GDF11
HP:0000177,Abnormal upper lip morphology,202018,TAPT1
HP:0000177,Abnormal upper lip morphology,7341,SUMO1
HP:0000177,Abnormal upper lip morphology,5979,RET
HP:0000177,Abnormal upper lip morphology,8516,ITGA8
HP:0000177,Abnormal upper lip morphology,26281,FGF20
HP:0000177,Abnormal upper lip morphology,2674,GFRA1
HP:0000177,Abnormal upper lip morphology,7484,WNT9B
HP:0000177,Abnormal upper lip morphology,80000,GREB1L
HP:0000177,Abnormal upper lip morphology,3239,HOXD13
HP:0000177,Abnormal upper lip morphology,340419,RSPO2
HP:0000177,Abnormal upper lip morphology,1748,DLX4
HP:0000177,Abnormal upper lip morphology,55969,RAB5IF
HP:0000177,Abnormal upper lip morphology,1147,CHUK
HP:0000175,Cleft palate,1718,DHCR24
HP:0000175,Cleft palate,1718,DHCR24
HP:0000175,Cleft palate,85465,SELENOI
HP:0000175,Cleft palate,85465,SELENOI
HP:0000175,Cleft palate,10617,STAMBP
HP:0000175,Cleft palate,29925,GMPPB
HP:0000175,Cleft palate,8367,H4C5
HP:0000175,Cleft palate,91452,ACBD5
HP:0000175,Cleft palate,2304,FOXE1
HP:0000175,Cleft palate,2304,FOXE1
HP:0000175,Cleft palate,2138,EYA1
HP:0000175,Cleft palate,2138,EYA1
HP:0000175,Cleft palate,2138,EYA1
HP:0000175,Cleft palate,6495,SIX1
HP:0000175,Cleft palate,6495,SIX1
HP:0000175,Cleft palate,6495,SIX1
HP:0000175,Cleft palate,4750,NEK1
HP:0000175,Cleft palate,4750,NEK1
HP:0000175,Cleft palate,4750,NEK1
HP:0000175,Cleft palate,54101,RIPK4
HP:0000175,Cleft palate,54101,RIPK4
HP:0000175,Cleft palate,54101,RIPK4
HP:0000175,Cleft palate,81857,MED25
HP:0000175,Cleft palate,81857,MED25
HP:0000175,Cleft palate,5830,PEX5
HP:0000175,Cleft palate,55209,SETD5
HP:0000175,Cleft palate,3190,HNRNPK
HP:0000175,Cleft palate,3190,HNRNPK
HP:0000175,Cleft palate,3190,HNRNPK
HP:0000175,Cleft palate,1836,SLC26A2
HP:0000175,Cleft palate,1836,SLC26A2
HP:0000175,Cleft palate,1836,SLC26A2
HP:0000175,Cleft palate,1836,SLC26A2
HP:0000175,Cleft palate,1836,SLC26A2
HP:0000175,Cleft palate,6662,SOX9
HP:0000175,Cleft palate,6662,SOX9
HP:0000175,Cleft palate,6662,SOX9
HP:0000175,Cleft palate,267010,RNU12
HP:0000175,Cleft palate,267010,RNU12
HP:0000175,Cleft palate,2073,ERCC5
HP:0000175,Cleft palate,57589,RIC1
HP:0000175,Cleft palate,57589,RIC1
HP:0000175,Cleft palate,5818,NECTIN1
HP:0000175,Cleft palate,5818,NECTIN1
HP:0000175,Cleft palate,1739,DLG1
HP:0000175,Cleft palate,999,CDH1
HP:0000175,Cleft palate,999,CDH1
HP:0000175,Cleft palate,5156,PDGFRA
HP:0000175,Cleft palate,3664,IRF6
HP:0000175,Cleft palate,3664,IRF6
HP:0000175,Cleft palate,3664,IRF6
HP:0000175,Cleft palate,3664,IRF6
HP:0000175,Cleft palate,3664,IRF6
HP:0000175,Cleft palate,3664,IRF6
HP:0000175,Cleft palate,1748,DLX4
HP:0000175,Cleft palate,4487,MSX1
HP:0000175,Cleft palate,4487,MSX1
HP:0000175,Cleft palate,652,BMP4
HP:0000175,Cleft palate,652,BMP4
HP:0000175,Cleft palate,652,BMP4
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,8626,TP63
HP:0000175,Cleft palate,22837,COBLL1
HP:0000175,Cleft palate,54848,ARHGEF38
HP:0000175,Cleft palate,9411,ARHGAP29
HP:0000175,Cleft palate,1855,DVL1
HP:0000175,Cleft palate,1723,DHODH
HP:0000175,Cleft palate,1723,DHODH
HP:0000175,Cleft palate,2782,GNB1
HP:0000175,Cleft palate,2782,GNB1
HP:0000175,Cleft palate,23322,RPGRIP1L
HP:0000175,Cleft palate,23322,RPGRIP1L
HP:0000175,Cleft palate,23322,RPGRIP1L
HP:0000175,Cleft palate,4867,NPHP1
HP:0000175,Cleft palate,65062,TMEM237
HP:0000175,Cleft palate,65062,TMEM237
HP:0000175,Cleft palate,65062,TMEM237
HP:0000175,Cleft palate,84466,MEGF10
HP:0000175,Cleft palate,84466,MEGF10
HP:0000175,Cleft palate,72,ACTG2
HP:0000175,Cleft palate,54806,AHI1
HP:0000175,Cleft palate,56623,INPP5E
HP:0000175,Cleft palate,153241,CEP120
HP:0000175,Cleft palate,153241,CEP120
HP:0000175,Cleft palate,54903,MKS1
HP:0000175,Cleft palate,54903,MKS1
HP:0000175,Cleft palate,54903,MKS1
HP:0000175,Cleft palate,95681,CEP41
HP:0000175,Cleft palate,10084,PQBP1
HP:0000175,Cleft palate,10084,PQBP1
HP:0000175,Cleft palate,9968,MED12
HP:0000175,Cleft palate,9968,MED12
HP:0000175,Cleft palate,55636,CHD7
HP:0000175,Cleft palate,55636,CHD7
HP:0000175,Cleft palate,55636,CHD7
HP:0000175,Cleft palate,55636,CHD7
HP:0000175,Cleft palate,55636,CHD7
HP:0000175,Cleft palate,9723,SEMA3E
HP:0000175,Cleft palate,55650,PIGV
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,2260,FGFR1
HP:0000175,Cleft palate,28514,DLL1
HP:0000175,Cleft palate,28514,DLL1
HP:0000175,Cleft palate,28514,DLL1
HP:0000175,Cleft palate,28514,DLL1
HP:0000175,Cleft palate,28514,DLL1
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,2253,FGF8
HP:0000175,Cleft palate,6496,SIX3
HP:0000175,Cleft palate,6496,SIX3
HP:0000175,Cleft palate,6496,SIX3
HP:0000175,Cleft palate,6496,SIX3
HP:0000175,Cleft palate,6496,SIX3
HP:0000175,Cleft palate,7050,TGIF1
HP:0000175,Cleft palate,7050,TGIF1
HP:0000175,Cleft palate,7050,TGIF1
HP:0000175,Cleft palate,7050,TGIF1
HP:0000175,Cleft palate,7050,TGIF1
HP:0000175,Cleft palate,4838,NODAL
HP:0000175,Cleft palate,4838,NODAL
HP:0000175,Cleft palate,4838,NODAL
HP:0000175,Cleft palate,4838,NODAL
HP:0000175,Cleft palate,4838,NODAL
HP:0000175,Cleft palate,6469,SHH
HP:0000175,Cleft palate,6469,SHH
HP:0000175,Cleft palate,6469,SHH
HP:0000175,Cleft palate,6469,SHH
HP:0000175,Cleft palate,6469,SHH
HP:0000175,Cleft palate,6469,SHH
HP:0000175,Cleft palate,51684,SUFU
HP:0000175,Cleft palate,7546,ZIC2
HP:0000175,Cleft palate,7546,ZIC2
HP:0000175,Cleft palate,7546,ZIC2
HP:0000175,Cleft palate,7546,ZIC2
HP:0000175,Cleft palate,7546,ZIC2
HP:0000175,Cleft palate,2619,GAS1
HP:0000175,Cleft palate,2619,GAS1
HP:0000175,Cleft palate,2619,GAS1
HP:0000175,Cleft palate,2619,GAS1
HP:0000175,Cleft palate,2619,GAS1
HP:0000175,Cleft palate,84976,DISP1
HP:0000175,Cleft palate,84976,DISP1
HP:0000175,Cleft palate,84976,DISP1
HP:0000175,Cleft palate,84976,DISP1
HP:0000175,Cleft palate,84976,DISP1
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,2736,GLI2
HP:0000175,Cleft palate,8928,FOXH1
HP:0000175,Cleft palate,8928,FOXH1
HP:0000175,Cleft palate,8928,FOXH1
HP:0000175,Cleft palate,8928,FOXH1
HP:0000175,Cleft palate,8928,FOXH1
HP:0000175,Cleft palate,6997,CRIPTO
HP:0000175,Cleft palate,6997,CRIPTO
HP:0000175,Cleft palate,6997,CRIPTO
HP:0000175,Cleft palate,6997,CRIPTO
HP:0000175,Cleft palate,6997,CRIPTO
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,5727,PTCH1
HP:0000175,Cleft palate,50937,CDON
HP:0000175,Cleft palate,50937,CDON
HP:0000175,Cleft palate,50937,CDON
HP:0000175,Cleft palate,50937,CDON
HP:0000175,Cleft palate,50937,CDON
HP:0000175,Cleft palate,50937,CDON
HP:0000175,Cleft palate,10584,COLEC10
HP:0000175,Cleft palate,25885,POLR1A
HP:0000175,Cleft palate,113189,CHST14
HP:0000175,Cleft palate,113189,CHST14
HP:0000175,Cleft palate,29940,DSE
HP:0000175,Cleft palate,54880,BCOR
HP:0000175,Cleft palate,7994,KAT6A
HP:0000175,Cleft palate,7994,KAT6A
HP:0000175,Cleft palate,1009,CDH11
HP:0000175,Cleft palate,5191,PEX7
HP:0000175,Cleft palate,3339,HSPG2
HP:0000175,Cleft palate,3339,HSPG2
HP:0000175,Cleft palate,2697,GJA1
HP:0000175,Cleft palate,2697,GJA1
HP:0000175,Cleft palate,7020,TFAP2A
HP:0000175,Cleft palate,1302,COL11A2
HP:0000175,Cleft palate,1302,COL11A2
HP:0000175,Cleft palate,1302,COL11A2
HP:0000175,Cleft palate,1302,COL11A2
HP:0000175,Cleft palate,1302,COL11A2
HP:0000175,Cleft palate,9401,RECQL4
HP:0000175,Cleft palate,9401,RECQL4
HP:0000175,Cleft palate,9401,RECQL4
HP:0000175,Cleft palate,9401,RECQL4
HP:0000175,Cleft palate,171023,ASXL1
HP:0000175,Cleft palate,10484,SEC23A
HP:0000175,Cleft palate,23347,SMCHD1
HP:0000175,Cleft palate,23347,SMCHD1
HP:0000175,Cleft palate,10815,CPLX1
HP:0000175,Cleft palate,10815,CPLX1
HP:0000175,Cleft palate,10815,CPLX1
HP:0000175,Cleft palate,54872,PIGG
HP:0000175,Cleft palate,7469,NELFA
HP:0000175,Cleft palate,1487,CTBP1
HP:0000175,Cleft palate,1487,CTBP1
HP:0000175,Cleft palate,3954,LETM1
